RunDir,Succeeded,SourceMat,SourceVariable,PlotPath,RewardPlotPath,Message,NumEpisodes
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_175421_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_175421_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_175453_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_175453_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_175631_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_175631_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_175658_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_175658_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_180340_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\DDPG\run_20260610_180340_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_190115_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_190115_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_190502_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_190502_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_193037_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_193037_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_193744_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_193744_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_194510_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_194510_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_194634_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_194634_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_195000_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_195000_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_195547_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_195547_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_200106_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_200106_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_200644_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_200644_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_225333_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_225333_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_225417_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_225417_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_230354_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_230354_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_231005_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_231005_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_231332_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_231332_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_232116_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_232116_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_233546_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_233546_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_234307_td3_upright_stabilization,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260610_234307_td3_upright_stabilization\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_121014_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_121014_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_121324_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_121324_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_124113_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_124113_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_125110_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_125110_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_125212_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_125212_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_160733_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_160733_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_161845_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_161845_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_163734_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_163734_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_164613_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_164613_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_164954_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_164954_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_165229_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_165229_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_165249_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_165249_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_165526_td3_direct_swingup,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_165526_td3_direct_swingup\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_170945_td3_direct_swingup,1,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_170945_td3_direct_swingup\stages,stage trainingStats,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_170945_td3_direct_swingup\training_progress.png,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260611_170945_td3_direct_swingup\training_reward.png,"ok",234
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260615_235105_td3_mathworks_style,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260615_235105_td3_mathworks_style\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_000011_td3_mathworks_style,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_000011_td3_mathworks_style\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_000139_td3_mathworks_style,0,,,,,"No non-empty trainingStats in , no stage trainingStats, and no savedAgentResult checkpoint in C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_000139_td3_mathworks_style\saved_agents.",0
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_000552_td3_mathworks_style,1,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_000552_td3_mathworks_style\FurutaTD3_mathworks_style_final.mat,trainingStats,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_000552_td3_mathworks_style\training_progress.png,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_000552_td3_mathworks_style\training_reward.png,"ok",2000
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_012625_td3_mathworks_style_wide,1,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_012625_td3_mathworks_style_wide\FurutaTD3_mathworks_style_wide_final.mat,trainingStats,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_012625_td3_mathworks_style_wide\training_progress.png,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_012625_td3_mathworks_style_wide\training_reward.png,"ok",3000
C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_233822_td3_mathworks_style_voltage,1,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_233822_td3_mathworks_style_voltage\saved_agents\Agent3000.mat,savedAgentResult,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_233822_td3_mathworks_style_voltage\training_progress.png,C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260616_233822_td3_mathworks_style_voltage\training_reward.png,"ok",3000
